ARO Accession	CVTERM ID	Model Sequence ID	Model ID	Model Name	ARO Name	Protein Accession	DNA Accession	AMR Gene Family	Drug Class	Resistance Mechanism
ARO:3001000	37380	1073	1025	TEM-136	TEM-136	AAV83795.1	AY826417	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001001	37381	1155	960	TEM-137	TEM-137	CAL08007.1	AM286274	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001002	37382	1242	198	TEM-138	TEM-138	AAW47922.1	AY853593	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001003	37383	1322	1646	TEM-139	TEM-139	AAZ23494.1	DQ072853	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001004	37384	1399	1290	TEM-141	TEM-141	AAX56615.1	AY956335	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001005	37385	1490	855	TEM-142	TEM-142	ABD60314.1	DQ388882	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001006	37386	1568	1693	TEM-143	TEM-143	AAY85632.1	DQ075245	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001007	37387	1645	1241	TEM-144	TEM-144	CAJ17558.1	AM049399	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001012	37392	1721	589	TEM-145	TEM-145	AAZ14083.2	DQ105528	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001013	37393	1797	1154	TEM-146	TEM-146	AAZ14084.2	DQ105529	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001014	37394	1881	1799	TEM-147	TEM-147	ABB84515.1	DQ279850	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001015	37395	1954	317	TEM-148	TEM-148	CAJ32372.1	AM087454	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001016	37396	2032	1355	TEM-149	TEM-149	ABC96711.1	DQ369751	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000886	37266	845	1423	TEM-15	TEM-15	CAO98721.1	AM849805	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001017	37397	926	1931	TEM-150	TEM-150	CAJ66089.1	AM183304	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001018	37398	998	471	TEM-151	TEM-151	ABI74448.1	DQ834729	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001019	37399	1074	920	TEM-152	TEM-152	ABI74447.1	DQ834728	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001369	37769	1156	982	TEM-153	TEM-153	AGA83484.1	KC149518	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001020	37400	1243	1954	TEM-154	TEM-154	ACO07310.1	FJ807656	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001021	37401	1323	363	TEM-155	TEM-155	ABG77582.1	DQ679961	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001022	37402	1400	1146	TEM-156	TEM-156	CAQ00120.1	AM941159	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001023	37403	1491	1458	TEM-157	TEM-157	ABI81768.1	DQ909059	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001024	37404	1569	247	TEM-158	TEM-158	ABQ00181.1	EF534736	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001025	37405	1646	692	TEM-159	TEM-159	ABM54869.1	EF136376	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000887	37267	1722	78	TEM-16	TEM-16	CAA46346.1	X65254	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001026	37406	1798	1525	TEM-160	TEM-160	ABM54870.1	EF136377	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001028	37408	1882	662	TEM-162	TEM-162	ABO64442.1	EF468463	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001029	37409	1955	845	TEM-163	TEM-163	ACF32746.1	EU815939	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001030	37410	2033	1791	TEM-164	TEM-164	ABX71157.1	EU274580	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001032	37412	846	331	TEM-166	TEM-166	ACI25375.1	FJ197316	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001033	37413	927	1948	TEM-167	TEM-167	ACJ04051.1	FJ360884	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001034	37414	999	1528	TEM-168	TEM-168	ACR22829.1	FJ919776	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001035	37415	1075	1090	TEM-169	TEM-169	ACP18864.1	FJ873740	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000888	37268	1157	292	TEM-17	TEM-17	CAA74912.2	Y14574	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001037	37417	1244	808	TEM-171	TEM-171	ADA79630.1	GQ149347	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001041	37421	1324	314	TEM-176	TEM-176	ADB90239.1	GU550123	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001042	37422	1401	1291	TEM-177	TEM-177	CBJ06718.1	FN652295	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001043	37423	1492	1225	TEM-178	TEM-178	CAA65888.1	X97254	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001044	37424	6042	3751	TEM-181	TEM-181	WP_000027060.1	NG_050218.1	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001373	37773	1570	425	TEM-182	TEM-182	ADP20705.1	HQ317449	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001045	37425	1647	126	TEM-183	TEM-183	ADR71220.1	HQ529916	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001375	37775	1723	1722	TEM-184	TEM-184	CCA61905.1	FR848831	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001374	37774	1799	879	TEM-185	TEM-185	AEG64812.1	JF795538	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001046	37426	1883	1124	TEM-186	TEM-186	AET99222.1	JN227084	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001047	37427	1956	562	TEM-187	TEM-187	ADM61585.1	HM246246	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001048	37428	2034	490	TEM-188	TEM-188	AEL17198.1	JN211012	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001049	37429	847	2004	TEM-189	TEM-189	AEL79515.1	JN254627	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000890	37270	928	1771	TEM-19	TEM-19	AFN21551.1	JX042489	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001050	37430	1000	1963	TEM-190	TEM-190	AEL88240.1	JN416112	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001051	37431	5591	485	TEM-191	TEM-191	APY23677.1	KY432484.1	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001052	37432	1158	728	TEM-192	TEM-192	AEQ59620.1	JF949915	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001053	37433	1245	1380	TEM-193	TEM-193	AFC75523.1	JN935135	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001054	37434	1325	1614	TEM-194	TEM-194	AFC75524.1	JN935136	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001055	37435	1402	155	TEM-195	TEM-195	AFC75525.1	JN935137	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001376	37776	3690	2064	TEM-196	TEM-196	AFE48832.1	JQ034306	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001056	37436	1493	1629	TEM-197	TEM-197	AEK48085.1	HQ877606	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001057	37437	1571	132	TEM-198	TEM-198	BAL68178.1	AB700703	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001058	37438	5867	1476	TEM-199	TEM-199	AFN69127.1	JX050178	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000874	37254	1724	421	TEM-2	TEM-2	CAA38429.1	X54606	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000891	37271	1800	1075	TEM-20	TEM-20	CAA76793.1	Y17581	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001378	37778	1884	607	TEM-201	TEM-201	AFS44742.1	JX310327	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001382	37782	1957	698	TEM-205	TEM-205	AGZ20205.1	KC900516	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001383	37783	2035	211	TEM-206	TEM-206	AGK82336.1	KC783461	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001384	37784	848	302	TEM-207	TEM-207	AGK40892.1	KC818234	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001385	37785	929	1916	TEM-208	TEM-208	AGL39384.1	KC865667	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001386	37786	1001	1010	TEM-209	TEM-209	AGW25367.1	KF240808	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000892	37272	1077	631	TEM-21	TEM-21	CAA76794.1	Y17582	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001388	37788	1159	1672	TEM-211	TEM-211	AHA80960.1	KF513179	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001390	37790	1246	709	TEM-213	TEM-213	AHA58207.1	KF663615	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001391	37791	2126	378	TEM-214	TEM-214	AJO16044.1	KP050491	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001392	37792	2127	1999	TEM-215	TEM-215	AJO16045.1	KP050492	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001393	37793	1494	1452	TEM-216	TEM-216	AHJ78622.1	KF944358	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3001394	37794	1572	751	TEM-217	TEM-217	CDN33426.1	HG934763	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3003157	39734	1649	1218	TEM-219	TEM-219	AIS39742.1	KM114268	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000893	37273	1725	445	TEM-22	TEM-22	CAA76795.1	Y17583	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3003158	39735	3723	2398	TEM-220	TEM-220	AIW68620.1	KM998962.1	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000894	37274	1801	2000	TEM-24	TEM-24	CAA46345.1	X65253	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000896	37276	5840	811	TEM-26	TEM-26	WP_047028173.1	NG_050256.1	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000898	37278	1958	1022	TEM-28	TEM-28	AAC32891.1	U37195	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000899	37279	2036	1011	TEM-29	TEM-29	CAA76796.1	Y17584	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000875	37255	4678	1819	TEM-3	TEM-3	CAA45828.1	X64523.1	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000900	37280	930	735	TEM-30	TEM-30	CAD24670.1	AJ437107	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000903	37283	4506	415	TEM-33	TEM-33	ADL13944.1	GU371926	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000904	37284	1160	54	TEM-34	TEM-34	AGE11905.1	KC292503	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000876	37256	5503	2115	TEM-4	TEM-4	CDR98216.1	LK391770.1	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000910	37290	1247	1436	TEM-40	TEM-40	CBX53726.1	FR717535	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000911	37291	1326	860	TEM-42	TEM-42	CAA66659.1	X98047	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000912	37292	1403	107	TEM-43	TEM-43	AAC32889.2	U95363	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000914	37294	1495	1278	TEM-45	TEM-45	CAA64682.1	X95401	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000916	37296	1573	77	TEM-47	TEM-47	CAA71322.1	Y10279	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000917	37297	1650	1785	TEM-48	TEM-48	CAA71323.1	Y10280	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000918	37298	1726	918	TEM-49	TEM-49	CAA71324.1	Y10281	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000921	37301	1802	504	TEM-52	TEM-52	CAA73933.1	Y13612	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000922	37302	1886	1740	TEM-53	TEM-53	AAD22538.1	AF104441	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000923	37303	1959	1173	TEM-54	TEM-54	AAD22539.1	AF104442	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000924	37304	2037	797	TEM-55	TEM-55	ABB97007.1	DQ286729	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000926	37306	850	2025	TEM-57	TEM-57	ACJ43254.1	FJ405211	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000928	37308	931	15	TEM-59	TEM-59	AAD45935.1	AF062386	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000878	37258	1002	760	TEM-6	TEM-6	CAA41038.1	X57972	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000929	37309	1079	2040	TEM-60	TEM-60	AAC05975.1	AF047171	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000931	37311	1161	885	TEM-63	TEM-63	AAK17194.1	AF332513	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000934	37314	1248	287	TEM-67	TEM-67	AAD33116.2	AF091113	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000935	37315	1327	836	TEM-68	TEM-68	CAB92324.1	AJ239002	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000879	37259	5897	56	TEM-7	TEM-7	AAO33760.1	AF527798.1	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000936	37316	1496	1887	TEM-70	TEM-70	AAF01046.1	AF188199	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000937	37317	1574	398	TEM-71	TEM-71	AAL03985.1	AF203816	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000938	37318	1651	14	TEM-72	TEM-72	AAF19151.1	AF157553	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000939	37319	3324	587	TEM-73	TEM-73	CAB65358.1	AJ012256	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000941	37321	5896	1488	TEM-75	TEM-75	AAN05028.1	AY130284	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000942	37322	1887	1951	TEM-76	TEM-76	AAF05613.1	AF190694	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000944	37324	2038	171	TEM-78	TEM-78	AAF05612.1	AF190693	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000946	37326	851	1096	TEM-79	TEM-79	AAF05611.1	AF190692	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000880	37260	932	1816	TEM-8	TEM-8	CAA46344.1	X65252	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000947	37327	1003	1667	TEM-80	TEM-80	AAM15527.1	AF347054	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000948	37328	1080	1531	TEM-81	TEM-81	AAL29433.1	AF427127	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000949	37329	1162	1868	TEM-82	TEM-82	AAL29434.1	AF427128	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000950	37330	1249	828	TEM-83	TEM-83	AAL29435.1	AF427129	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000951	37331	1328	493	TEM-84	TEM-84	AAL29436.1	AF427130	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000952	37332	1405	1421	TEM-85	TEM-85	CAC43229.1	AJ277414	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000953	37333	1497	1890	TEM-86	TEM-86	CAC43230.1	AJ277415	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000954	37334	1575	115	TEM-87	TEM-87	AAG44570.1	AF250872	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000955	37335	1652	956	TEM-88	TEM-88	AAK14792.1	AY027590	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000956	37336	1727	647	TEM-89	TEM-89	AAK71474.1	AY039040	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000957	37337	1804	1137	TEM-90	TEM-90	AAK30619.1	AF351241	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000958	37338	1888	277	TEM-91	TEM-91	BAB16308.1	AB049569	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000959	37339	1961	220	TEM-92	TEM-92	AAF66653.1	AF143804	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000960	37340	2039	1350	TEM-93	TEM-93	CAC85660.1	AJ318093	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000961	37341	852	1834	TEM-94	TEM-94	CAC85661.1	AJ318094	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000962	37342	933	536	TEM-95	TEM-95	CAC67290.1	AJ308558	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000963	37343	1004	979	TEM-96	TEM-96	AAM22276.1	AY092401	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation
ARO:3000561	36700	606	1917	tet(30)	tet(30)	AAD09860.1	AF090987	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
ARO:3000476	36615	3344	640	tet(31)	tet(31)	CAC80727.1	AJ250203	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
ARO:3000196	36335	5146	1233	tet32	tet32	ACH87088.1	EU722333.1	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
ARO:3000478	36617	4246	2046	tet(33)	tet(33)	CAD12227.2	AJ420072.1	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
ARO:3002870	39304	4601	1302	tet34	tet34	BAB59035.1	AB061440	tetracycline inactivation enzyme	tetracycline antibiotic	antibiotic inactivation;antibiotic target alteration
ARO:3000481	36620	4666	1969	tet(35)	tet(35)	AAK37619.1	AF353562.1	ATP-binding cassette (ABC) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
ARO:3000197	36336	374	1708	tet36	tet36	CAD55718.1	AJ514254	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
ARO:3002871	39305	24	774	tet37	tet37	AAN28721.1	AF540889	tetracycline inactivation enzyme	tetracycline antibiotic	antibiotic inactivation
ARO:3000565	36704	537	1835	tet(38)	tet(38)	AAV80464.1	AY825285	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
ARO:3000566	36705	161	1092	tet(39)	tet(39)	AAW66497.1	AY743590	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
ARO:3000567	36706	5150	945	tet(40)	tet(40)	CAM12479.1	AM419751	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
ARO:3000569	36708	4689	1584	tet(41)	tet(41)	AAP93922.1	AY264780.2	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
ARO:3000572	36711	734	43	tet(42)	tet(42)	ACD35503.1	EU523697	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
ARO:3000573	36712	4680	1773	tet(43)	tet(43)	ACS83748.1	GQ244501.1	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
ARO:3000556	36695	410	1171	tet44	tet(44)	CBH51823.1	FN594949	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
ARO:3003196	39779	5590	17	tet(45)	tet(45)	AEM62948.1	JF837330.1	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
ARO:3004613	42577	5415	3308	Tet(47)	Tet(47)	AKQ05891.1	KR857681.1	tetracycline inactivation enzyme	tetracycline antibiotic	antibiotic inactivation
ARO:3004581	42510	5151	3284	tet(48)	tet(48)	AKQ05892.1	KR857682.1	tetracycline inactivation enzyme	tetracycline antibiotic	antibiotic inactivation
ARO:3004582	42512	5154	3285	tet(49)	tet(49)	AKQ05893.1	KR857683.1	tetracycline inactivation enzyme	tetracycline antibiotic	antibiotic inactivation
ARO:3004584	42514	5156	3287	tet(50)	tet(50)	AKQ05894.1	KR857684.1	tetracycline inactivation enzyme	tetracycline antibiotic	antibiotic inactivation
ARO:3004586	42516	5157	3288	tet(51)	tet(51)	AKQ05895.1	KR857685.1	tetracycline inactivation enzyme	tetracycline antibiotic	antibiotic inactivation
ARO:3004587	42517	5158	3289	tet(52)	tet(52)	AKQ05896.1	KR857686.1	tetracycline inactivation enzyme	tetracycline antibiotic	antibiotic inactivation
ARO:3004589	42519	5159	3290	tet(53)	tet(53)	AKQ05897.1	KR857687.1	tetracycline inactivation enzyme	tetracycline antibiotic	antibiotic inactivation
ARO:3004590	42520	5161	3292	tet(54)	tet(54)	AKQ05898.1	KR857688.1	tetracycline inactivation enzyme	tetracycline antibiotic	antibiotic inactivation
ARO:3004591	42521	5162	3293	tet(55)	tet(55)	AKQ05899.1	KR857689.1	tetracycline inactivation enzyme	tetracycline antibiotic	antibiotic inactivation
ARO:3004603	42545	5229	3302	tet(56)	tet(56)	ARB93503.1	CP020412.2	tetracycline inactivation enzyme	tetracycline antibiotic	antibiotic inactivation
ARO:3005006	43194	6041	3750	tet(57)	tet(57)	AJO67548.1	KP137702.1	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
ARO:3004441	41632	4269	2881	tet(59)	tet(59)	AMP42492.1	KU736879.1	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
ARO:3000165	36304	5213	1808	tet(A)	tet(A)	AAN06707.1	AF534183.1	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
ARO:3004032	41064	3976	2643	tetA(46)	tetA(46)	AET10444.1	HQ652506.1	ATP-binding cassette (ABC) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
ARO:3003980	40861	3853	2517	tetA(48)	tetA(58)	APB03214.1	KX531044.1	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
ARO:3004035	41068	3978	2645	tetA(60)	tetA(60)	ANZ79240.1	KX000272.1	ATP-binding cassette (ABC) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
ARO:3000180	36319	30	508	tetA(P)	tetA(P)	AAA20116.1	L20800	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
ARO:3000166	36305	325	458	tet(B)	tet(B)	BAC67143.1	AB089595	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
ARO:3004033	41066	3977	2644	tetB(46)	tetB(46)	AET10445.1	HQ652506.1	ATP-binding cassette (ABC) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
ARO:3003981	40863	3854	2518	tetB(48)	tetB(58)	APB03215.1	KX531045.1	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
ARO:3004036	41069	3979	2646	tetB(60)	tetB(60)	ANZ79241.1	KX000273.1	ATP-binding cassette (ABC) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
ARO:3000195	36334	473	804	tetB(P)	tetB(P)	AAA20117.1	L20800	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
ARO:3000167	36306	5826	900	tet(C)	tet(C)	AAK97755.1	AY043299.1	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
ARO:3000168	36307	5131	1138	tet(D)	tet(D)	AAL75563.1	AF467077.1	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
